line_number,code,vulnerability,file_name
354,"d++;
",0,ncursesubuntuxenial6.0_test2Fview.c
367,"(void) initscr();		/* initialize the curses library */
",0,ncursesubuntuxenial6.0_test2Fview.c
666,"strcpy(target, scr_attrs[n].name);
",1,ncursesxenialubuntu_ncurses2Fbase2Flib_screen.c
673,"sprintf(target, ""C%d"", PAIR_NUMBER((int) source));
",1,ncursesxenialubuntu_ncurses2Fbase2Flib_screen.c
739,"sprintf(target, ""%03o"", UChar(ch));
",1,ncursesxenialubuntu_ncurses2Fbase2Flib_screen.c
743,"strcpy(target, ""s"");
",1,ncursesxenialubuntu_ncurses2Fbase2Flib_screen.c
750,"sprintf(--target, ""%c"", UChar(ch));
",1,ncursesxenialubuntu_ncurses2Fbase2Flib_screen.c
801,"strcpy(buffer, name);
",1,ncursesxenialubuntu_ncurses2Fbase2Flib_screen.c
810,"sprintf(buffer, ""%d"", *(const int *) dp);
",1,ncursesxenialubuntu_ncurses2Fbase2Flib_screen.c
815,"sprintf(buffer, ""%d"", *(const short *) dp);
",1,ncursesxenialubuntu_ncurses2Fbase2Flib_screen.c
820,"sprintf(buffer, ""%d"", *(const NCURSES_SIZE_T *) dp);
",1,ncursesxenialubuntu_ncurses2Fbase2Flib_screen.c
628,"#endif
",0,ncursesxenialubuntu_ncurses2Fbase2Flib_screen.c
879,"sizeof(NCURSES_CH_T), len, filep) != len
",0,ncursesxenialubuntu_ncurses2Fbase2Flib_screen.c
503,"* Read the first 4 bytes to determine first if this is an old-format
",0,ncursesxenialubuntu_ncurses2Fbase2Flib_screen.c
512,"if (!memcmp(&tmp, my_magic, 4)) {
",0,ncursesxenialubuntu_ncurses2Fbase2Flib_screen.c
443,"for (n = 1; n < len; ++n) {
",0,ncursesxenialubuntu_ncurses2Fbase2Flib_screen.c
380,"txt = read_txt(fp);
",0,ncursesxenialubuntu_ncurses2Fbase2Flib_screen.c
351,"/* handle combining characters */
",0,ncursesxenialubuntu_ncurses2Fbase2Flib_screen.c
302,"if (ch >= 0 && ch < base) {
",0,ncursesxenialubuntu_ncurses2Fbase2Flib_screen.c
580,"if (old_format) {
",0,ncursesxenialubuntu_ncurses2Fbase2Flib_screen.c
1180,"sprintf(numbuf, ""%02X"", UChar(bigbuf[n]));
",1,ncursesxenialubuntu_progs2Fdump_entry.c
690,"if (!version_filter(NUMBER, i))
",0,ncursesxenialubuntu_progs2Fdump_entry.c
1779,"sprintf(next, ""XYZ%d"", count);
",1,ncursesxenialubuntu_progs2Ftic.c
1357,"if (PRESENT(parm_right_cursor)) {
",0,ncursesxenialubuntu_progs2Ftic.c
318,"(void) sprintf(buf,
",1,ncursesxenialubuntu_test2Fblue.c
210,"}
",0,ncursesxenialubuntu_test2Fblue.c
136,"strcpy(card->content + offset++, "" "");
",1,ncursesxenialubuntu_test2Fcardfile.c
144,"strcpy(card->content + offset, content);
",1,ncursesxenialubuntu_test2Fcardfile.c
597,"read_data(argv[n]);
",0,ncursesxenialubuntu_test2Fcardfile.c
97,"static CARD *
",0,ncursesxenialubuntu_test2Fcardfile.c
337,"sprintf(fmt, ""%%c%%%ds%%c"", st.count);
",1,ncursesxenialubuntu_test2Fclip_printw.c
340,"strcpy(fmt, ""%c%s%c"");
",1,ncursesxenialubuntu_test2Fclip_printw.c
150,"}
",0,ncursesxenialubuntu_test2Fclip_printw.c
71,"width = getmaxx(win) - x0;
",0,ncursesxenialubuntu_test2Fclip_printw.c
107,"sprintf(temp, ""\033%c"", n);
",1,ncursesxenialubuntu_test2Fdemo_altkeys.c
114,"sprintf(temp, ""\033%s"", value);
",1,ncursesxenialubuntu_test2Fdemo_altkeys.c
48,"#endif
",0,ncursesxenialubuntu_test2Fdemo_altkeys.c
7,"* without limitation the rights to use, copy, modify, merge, publish,      *
",0,ncursesxenialubuntu_test2Fdemo_altkeys.c
81,"strcpy(temp, ""\\\\"");
",1,ncursesxenialubuntu_test2Fdemo_defkey.c
83,"strcpy(temp, ""\\E"");
",1,ncursesxenialubuntu_test2Fdemo_defkey.c
85,"sprintf(temp, ""\\%03o"", ch);
",1,ncursesxenialubuntu_test2Fdemo_defkey.c
87,"sprintf(temp, ""\\%03o"", ch);
",1,ncursesxenialubuntu_test2Fdemo_defkey.c
89,"sprintf(temp, ""%c"", ch);
",1,ncursesxenialubuntu_test2Fdemo_defkey.c
111,"strcat(result, temp);
",1,ncursesxenialubuntu_test2Fdemo_defkey.c
134,"sprintf(temp, ""Keycode %d"", code);
",1,ncursesxenialubuntu_test2Fdemo_defkey.c
195,"sprintf(temp, ""%s%s"", prefix, value + 2);
",1,ncursesxenialubuntu_test2Fdemo_defkey.c
242,"sprintf(name, ""kf%d"", n + 1);
",1,ncursesxenialubuntu_test2Fdemo_defkey.c
121,"return result;
",0,ncursesxenialubuntu_test2Fdemo_defkey.c
279,"printf(""This program requires the ncurses library\n"");
",0,ncursesxenialubuntu_test2Fdemo_defkey.c
277,"main(void)
",0,ncursesxenialubuntu_test2Fdemo_defkey.c
256,"remove_definition(win, KEY_B2);
",0,ncursesxenialubuntu_test2Fdemo_defkey.c
166,"wprintw(win, ""%s is now bound to %s\n"",
",0,ncursesxenialubuntu_test2Fdemo_defkey.c
202,"redefine(WINDOW *win, char *string, int code)
",0,ncursesxenialubuntu_test2Fdemo_defkey.c
209,"{
",0,ncursesxenialubuntu_test2Fdemo_defkey.c
172,"log_last_line(win);
",0,ncursesxenialubuntu_test2Fdemo_defkey.c
150,"vis_string = 0;
",0,ncursesxenialubuntu_test2Fdemo_defkey.c
152,"strcat(value, ""\n"");
",1,ncursesxenialubuntu_test2Fdemo_forms.c
153,"strcat(value, buffer);
",1,ncursesxenialubuntu_test2Fdemo_forms.c
459,"sprintf(label, ""Sample Form Page %d"", pg + 1);
",1,ncursesxenialubuntu_test2Fdemo_forms.c
441,"WINDOW *also;
",0,ncursesxenialubuntu_test2Fdemo_forms.c
33,"*/
",0,ncursesxenialubuntu_test2Fdemo_forms.c
214,"set_field_fore(f, A_BOLD);
",0,ncursesxenialubuntu_test2Fdemo_forms.c
225,"sprintf(userdata, ""p%d"", color % 8);
",1,ncursesxenialubuntu_test2Fdemo_panels.c
274,"sprintf(also, "" (first %d,%d)"", y0, x0);
",1,ncursesxenialubuntu_test2Fdemo_panels.c
305,"sprintf(also, "" (start %d,%d)"", y0, x0);
",1,ncursesxenialubuntu_test2Fdemo_panels.c
330,"sprintf(also, "" (start %d,%d)"", y0, x0);
",1,ncursesxenialubuntu_test2Fdemo_panels.c
256,"short fg = (short) ((pair == COLOR_BLUE) ? COLOR_WHITE : COLOR_BLACK);
",0,ncursesxenialubuntu_test2Fdemo_panels.c
652,"buffer[0] = '\0';
",0,ncursesxenialubuntu_test2Fdemo_panels.c
340,"MIN(x0, x1));
",0,ncursesxenialubuntu_test2Fdemo_panels.c
699,"buffer[length] = '\0';
",0,ncursesxenialubuntu_test2Fdemo_panels.c
104,"sprintf(result, ""%s=%.*s"", e_opt, (int) (p - q), q);
",1,ncursesxenialubuntu_test2Fdemo_termcap.c
702,"strcpy(unused, list[count]);
",1,ncursesxenialubuntu_test2Fdemo_termcap.c
100,"static char *
",0,ncursesxenialubuntu_test2Fdemo_termcap.c
453,"}
",0,ncursesxenialubuntu_test2Fdemo_termcap.c
99,"sprintf(result, ""%s=%.*s"", e_opt, (int) (p - q), q);
",1,ncursesxenialubuntu_test2Fdemo_terminfo.c
399,"sprintf(temp, ""%.*s"", 8, xterm_keys[n]);
",1,ncursesxenialubuntu_test2Fdemo_terminfo.c
401,"sprintf(temp, ""%.*s%d"", 8, xterm_keys[n], mod);
",1,ncursesxenialubuntu_test2Fdemo_terminfo.c
736,"strcpy(unused, list[count]);
",1,ncursesxenialubuntu_test2Fdemo_terminfo.c
683,"break;
",0,ncursesxenialubuntu_test2Fdemo_terminfo.c
481,"state = pComment;
",0,ncursesxenialubuntu_test2Fdemo_terminfo.c
638,"if (my_blob[j + jl] == '@') {
",0,ncursesxenialubuntu_test2Fdemo_terminfo.c
822,"if ((r_opt = atoi(optarg)) <= 0)
",0,ncursesxenialubuntu_test2Fdemo_terminfo.c
170,"sprintf(s_option, ""-S%s/%d"", slave_name, aslave);
",1,ncursesxenialubuntu_test2Fditto.c
175,"fp = fdopen(amaster, ""r+"");
",0,ncursesxenialubuntu_test2Fditto.c
66,"strcpy(buffer, ""# event!"");
",1,ncursesxenialubuntu_test2Ffilter.c
70,"strcpy(buffer, ""# resize!"");
",1,ncursesxenialubuntu_test2Ffilter.c
46,"* reset_shell_mode() and reset_prog_mode() functions, we could invoke endwin()
",0,ncursesxenialubuntu_test2Ffilter.c
55,"attron(A_BOLD);
",0,ncursesxenialubuntu_test2Ffilter.c
166,"sprintf(value, ""\033[%d%c"", first, *final);
",1,ncursesxenialubuntu_test2Ffoldkeys.c
175,"sprintf(value, ""\033O%c"", *final);
",1,ncursesxenialubuntu_test2Ffoldkeys.c
152,"* Look for keys that have xterm-style modifiers.
",0,ncursesxenialubuntu_test2Ffoldkeys.c
154,"for (j = 0; j < info_len; ++j) {
",0,ncursesxenialubuntu_test2Ffoldkeys.c
164,"putenv(strcpy(cmd, ""TABSIZE=8""));
",1,ncursesxenialubuntu_test2Finserts.c
190,"work = stdscr;
",0,ncursesxenialubuntu_test2Finserts.c
518,"(void) sprintf(buf, ""id %2d at (%2d, %2d, %d) state %4lx = {"",
",1,ncursesxenialubuntu_test2Fncurses.c
577,"(void) strcat(buf, ""}"");
",1,ncursesxenialubuntu_test2Fncurses.c
2087,"sprintf(temp, ""%02d"", color);
",1,ncursesxenialubuntu_test2Fncurses.c
2090,"sprintf(temp, ""[%02d]"", color);
",1,ncursesxenialubuntu_test2Fncurses.c
2092,"strcpy(temp, ""default"");
",1,ncursesxenialubuntu_test2Fncurses.c
2094,"sprintf(temp, ""%.*s"", 16, the_color_names[color]);
",1,ncursesxenialubuntu_test2Fncurses.c
2281,"sprintf(numbered, ""{%02X}"", (int) i);
",1,ncursesxenialubuntu_test2Fncurses.c
2701,"sprintf(numeric, ""[%d]"", i);
",1,ncursesxenialubuntu_test2Fncurses.c
3078,"strcpy(buf, """");
",1,ncursesxenialubuntu_test2Fncurses.c
3336,"sprintf(tmp, ""%3u (0x%x)"", code, code);
",1,ncursesxenialubuntu_test2Fncurses.c
4349,"strcpy(buf, legend[n].msg);
",1,ncursesxenialubuntu_test2Fncurses.c
4352,"sprintf(buf, legend[n].msg, do_keypad ? ""yes"" : ""no"");
",1,ncursesxenialubuntu_test2Fncurses.c
4355,"sprintf(buf, legend[n].msg, do_scroll ? ""yes"" : ""no"");
",1,ncursesxenialubuntu_test2Fncurses.c
4358,"sprintf(buf, legend[n].msg, do_keypad ? ""/ESC"" : """");
",1,ncursesxenialubuntu_test2Fncurses.c
6528,"sprintf(msg, ""refresh %s, then %s, then doupdate."", ths, tht);
",1,ncursesxenialubuntu_test2Fncurses.c
6537,"sprintf(msg, ""fill window %s with letter %s."", ths, ths);
",1,ncursesxenialubuntu_test2Fncurses.c
6547,"sprintf(msg, ""cross pattern in window %s."", ths);
",1,ncursesxenialubuntu_test2Fncurses.c
6550,"sprintf(msg, ""draw box in window %s."", ths);
",1,ncursesxenialubuntu_test2Fncurses.c
6553,"sprintf(msg, ""set background of window %s."", ths);
",1,ncursesxenialubuntu_test2Fncurses.c
6556,"sprintf(msg, ""reset background of window %s."", ths);
",1,ncursesxenialubuntu_test2Fncurses.c
6562,"sprintf(msg, ""clear window %s."", ths);
",1,ncursesxenialubuntu_test2Fncurses.c
6568,"sprintf(msg, ""overwrite %s onto %s."", ths, tht);
",1,ncursesxenialubuntu_test2Fncurses.c
6571,"sprintf(msg, ""copywin(FALSE) %s onto %s."", ths, tht);
",1,ncursesxenialubuntu_test2Fncurses.c
6574,"sprintf(msg, ""copywin(TRUE) %s onto %s."", ths, tht);
",1,ncursesxenialubuntu_test2Fncurses.c
6577,"sprintf(msg, ""overlay %s onto %s."", ths, tht);
",1,ncursesxenialubuntu_test2Fncurses.c
6220,"} else {
",0,ncursesxenialubuntu_test2Fncurses.c
2670,"/* display the color test pattern, without trying to edit colors */
",0,ncursesxenialubuntu_test2Fncurses.c
3071,"case '3':
",0,ncursesxenialubuntu_test2Fncurses.c
6194,"*/
",0,ncursesxenialubuntu_test2Fncurses.c
3700,"wchar_t codes[10];
",0,ncursesxenialubuntu_test2Fncurses.c
236,"/* replaces wgetnstr(), since we want to be able to edit values */
",0,ncursesxenialubuntu_test2Fncurses.c
669,",""z  -- suspend this process""
",0,ncursesxenialubuntu_test2Fncurses.c
3915,"n = show_1_wacs(n, repeat, BOTH2(WACS_BOARD));
",0,ncursesxenialubuntu_test2Fncurses.c
487,"printw(""\nThis %s terminal %s\n\n"", getenv(""TERM""), what);
",0,ncursesxenialubuntu_test2Fncurses.c
4482,"pair ul, lr, *tmp;
",0,ncursesxenialubuntu_test2Fncurses.c
4857,"/*+-------------------------------------------------------------------------
",0,ncursesxenialubuntu_test2Fncurses.c
2606,"}
",0,ncursesxenialubuntu_test2Fncurses.c
5230,"panner(WINDOW *pad,
",0,ncursesxenialubuntu_test2Fncurses.c
3651,"{
",0,ncursesxenialubuntu_test2Fncurses.c
1880,"&& ((1 << n) & ncv) != 0) {
",0,ncursesxenialubuntu_test2Fncurses.c
3098,"default:
",0,ncursesxenialubuntu_test2Fncurses.c
4467,"move(ul.y - 1, ul.x);
",0,ncursesxenialubuntu_test2Fncurses.c
5913,"return TRUE;
",0,ncursesxenialubuntu_test2Fncurses.c
1509,"/* *INDENT-OFF* */
",0,ncursesxenialubuntu_test2Fncurses.c
6021,"}
",0,ncursesxenialubuntu_test2Fncurses.c
2789,"case '6':
",0,ncursesxenialubuntu_test2Fncurses.c
3399,"show_box_chars(int repeat, attr_t attr, NCURSES_PAIRS_T pair)
",0,ncursesxenialubuntu_test2Fncurses.c
4947,"make_fullwidth_digit(&temp[digit], digit);
",0,ncursesxenialubuntu_test2Fncurses.c
1169,"#ifdef SIGTSTP
",0,ncursesxenialubuntu_test2Fncurses.c
341,"#endif
",0,ncursesxenialubuntu_test2Fncurses.c
302,"strcpy(buffer, message);
",1,ncursesxenialubuntu_test2Fnewdemo.c
305,"strcat(buffer, "" ... "");
",1,ncursesxenialubuntu_test2Fnewdemo.c
306,"strcat(buffer, messages[++j % NMESSAGES]);
",1,ncursesxenialubuntu_test2Fnewdemo.c
160,"*dir = *dir ? 0 : 1;
",0,ncursesxenialubuntu_test2Fnewdemo.c
86,"init_pair((short) pair, (short) foreground, (short) background);
",0,ncursesxenialubuntu_test2Fnewdemo.c
300,"i = 1;
",0,ncursesxenialubuntu_test2Fnewdemo.c
178,"sprintf(szChar, ""%d"", i + 1);
",1,ncursesxenialubuntu_test2Ftclock.c
97,"}
",0,ncursesxenialubuntu_test2Ftclock.c
236,"putenv(strcpy(cmd, ""TABSIZE=8""));
",1,ncursesxenialubuntu_test2Ftest_addchstr.c
375,"break;
",0,ncursesxenialubuntu_test2Ftest_addchstr.c
158,"putenv(strcpy(cmd, ""TABSIZE=8""));
",1,ncursesxenialubuntu_test2Ftest_addstr.c
242,"} else {
",0,ncursesxenialubuntu_test2Ftest_addstr.c
65,"sprintf(result, ""%s=%.*s"", e_opt, (int) (p - q), q);
",1,ncursesxenialubuntu_test2Ftest_sgr.c
276,"}
",0,ncursesxenialubuntu_test2Ftest_sgr.c
356,"sprintf(d, ""\\%03o"", UChar(*s));
",1,ncursesxenialubuntu_test2Fview.c
569,"sprintf(temp, ""%.20s (%3dx%3d) col %d "", tag, LINES, COLS, shift);
",1,ncursesxenialubuntu_test2Fview.c
572,"sprintf(temp + i, ""view %.*s"",
",1,ncursesxenialubuntu_test2Fview.c
329,"}
",0,ncursesxenialubuntu_test2Fview.c
330,"#endif
",0,ncursesxenialubuntu_test2Fview.c
370,"(void) cbreak();		/* take input chars one at a time, no wait for \n */
",0,ncursesxenialubuntu_test2Fview.c
666,"strcpy(target, scr_attrs[n].name);
",1,ncursesxenpatch_ncurses2Fbase2Flib_screen.c
673,"sprintf(target, ""C%d"", PAIR_NUMBER((int) source));
",1,ncursesxenpatch_ncurses2Fbase2Flib_screen.c
739,"sprintf(target, ""%03o"", UChar(ch));
",1,ncursesxenpatch_ncurses2Fbase2Flib_screen.c
743,"strcpy(target, ""s"");
",1,ncursesxenpatch_ncurses2Fbase2Flib_screen.c
750,"sprintf(--target, ""%c"", UChar(ch));
",1,ncursesxenpatch_ncurses2Fbase2Flib_screen.c
801,"strcpy(buffer, name);
",1,ncursesxenpatch_ncurses2Fbase2Flib_screen.c
810,"sprintf(buffer, ""%d"", *(const int *) dp);
",1,ncursesxenpatch_ncurses2Fbase2Flib_screen.c
815,"sprintf(buffer, ""%d"", *(const short *) dp);
",1,ncursesxenpatch_ncurses2Fbase2Flib_screen.c
820,"sprintf(buffer, ""%d"", *(const NCURSES_SIZE_T *) dp);
",1,ncursesxenpatch_ncurses2Fbase2Flib_screen.c
591,"char *txt = 0;
",0,ncursesxenpatch_ncurses2Fbase2Flib_screen.c
548,"if (nwin != 0) {
",0,ncursesxenpatch_ncurses2Fbase2Flib_screen.c
941,"NCURSES_SP_NAME(scr_init) (NCURSES_SP_DCLx const char *file)
",0,ncursesxenpatch_ncurses2Fbase2Flib_screen.c
300,"int ch = (find != 0) ? (int) (find - digits) : -1;
",0,ncursesxenpatch_ncurses2Fbase2Flib_screen.c
520,"old_format = TRUE;
",0,ncursesxenpatch_ncurses2Fbase2Flib_screen.c
616,"break;
",0,ncursesxenpatch_ncurses2Fbase2Flib_screen.c
232,": COLOR_PAIR(value));
",0,ncursesxenpatch_ncurses2Fbase2Flib_screen.c
57,"* format.  It happens to be unused in the file 5.22 database (2015/03/07).
",0,ncursesxenpatch_ncurses2Fbase2Flib_screen.c
173,"do {
",0,ncursesxenpatch_ncurses2Fbase2Flib_screen.c
1180,"sprintf(numbuf, ""%02X"", UChar(bigbuf[n]));
",1,ncursesxenpatch_progs2Fdump_entry.c
600,"strncpy_DYN(&tmpbuf, src++, (size_t) 1);
",0,ncursesxenpatch_progs2Fdump_entry.c
1779,"sprintf(next, ""XYZ%d"", count);
",1,ncursesxenpatch_progs2Ftic.c
1144,"/* see: has_colors() */
",0,ncursesxenpatch_progs2Ftic.c
318,"(void) sprintf(buf,
",1,ncursesxenpatch_test2Fblue.c
50,"#define NOCARD		(-1)
",0,ncursesxenpatch_test2Fblue.c
136,"strcpy(card->content + offset++, "" "");
",1,ncursesxenpatch_test2Fcardfile.c
144,"strcpy(card->content + offset, content);
",1,ncursesxenpatch_test2Fcardfile.c
259,"CARD *tst = now->link;
",0,ncursesxenpatch_test2Fcardfile.c
596,"for (n = 1; n < argc; n++)
",0,ncursesxenpatch_test2Fcardfile.c
337,"sprintf(fmt, ""%%c%%%ds%%c"", st.count);
",1,ncursesxenpatch_test2Fclip_printw.c
340,"strcpy(fmt, ""%c%s%c"");
",1,ncursesxenpatch_test2Fclip_printw.c
229,"}
",0,ncursesxenpatch_test2Fclip_printw.c
365,"{
",0,ncursesxenpatch_test2Fclip_printw.c
107,"sprintf(temp, ""\033%c"", n);
",1,ncursesxenpatch_test2Fdemo_altkeys.c
114,"sprintf(temp, ""\033%s"", value);
",1,ncursesxenpatch_test2Fdemo_altkeys.c
41,"# include <time.h>
",0,ncursesxenpatch_test2Fdemo_altkeys.c
47,"# endif
",0,ncursesxenpatch_test2Fdemo_altkeys.c
81,"strcpy(temp, ""\\\\"");
",1,ncursesxenpatch_test2Fdemo_defkey.c
83,"strcpy(temp, ""\\E"");
",1,ncursesxenpatch_test2Fdemo_defkey.c
85,"sprintf(temp, ""\\%03o"", ch);
",1,ncursesxenpatch_test2Fdemo_defkey.c
87,"sprintf(temp, ""\\%03o"", ch);
",1,ncursesxenpatch_test2Fdemo_defkey.c
89,"sprintf(temp, ""%c"", ch);
",1,ncursesxenpatch_test2Fdemo_defkey.c
111,"strcat(result, temp);
",1,ncursesxenpatch_test2Fdemo_defkey.c
134,"sprintf(temp, ""Keycode %d"", code);
",1,ncursesxenpatch_test2Fdemo_defkey.c
195,"sprintf(temp, ""%s%s"", prefix, value + 2);
",1,ncursesxenpatch_test2Fdemo_defkey.c
242,"sprintf(name, ""kf%d"", n + 1);
",1,ncursesxenpatch_test2Fdemo_defkey.c
195,"sprintf(temp, ""%s%s"", prefix, value + 2);
",0,ncursesxenpatch_test2Fdemo_defkey.c
51,"if ((fp = fopen(MY_LOGFILE, ""a"")) != 0) {
",0,ncursesxenpatch_test2Fdemo_defkey.c
275,"#else
",0,ncursesxenpatch_test2Fdemo_defkey.c
148,"if (vis_string != 0) {
",0,ncursesxenpatch_test2Fdemo_defkey.c
138,"if ((old_string = keybound(code, 0)) != 0) {
",0,ncursesxenpatch_test2Fdemo_defkey.c
25,"* sale, use or other dealings in this Software without prior written       *
",0,ncursesxenpatch_test2Fdemo_defkey.c
192,"prefix = ""\033["";
",0,ncursesxenpatch_test2Fdemo_defkey.c
11,"*                                                                          *
",0,ncursesxenpatch_test2Fdemo_defkey.c
56,"wmove(win, y - 1, 0);
",0,ncursesxenpatch_test2Fdemo_defkey.c
152,"strcat(value, ""\n"");
",1,ncursesxenpatch_test2Fdemo_forms.c
153,"strcat(value, buffer);
",1,ncursesxenpatch_test2Fdemo_forms.c
459,"sprintf(label, ""Sample Form Page %d"", pg + 1);
",1,ncursesxenpatch_test2Fdemo_forms.c
114,"{
",0,ncursesxenpatch_test2Fdemo_forms.c
461,"set_new_page(f[n - 1], TRUE);
",0,ncursesxenpatch_test2Fdemo_forms.c
38,"field_init			-
",0,ncursesxenpatch_test2Fdemo_forms.c
225,"sprintf(userdata, ""p%d"", color % 8);
",1,ncursesxenpatch_test2Fdemo_panels.c
274,"sprintf(also, "" (first %d,%d)"", y0, x0);
",1,ncursesxenpatch_test2Fdemo_panels.c
305,"sprintf(also, "" (start %d,%d)"", y0, x0);
",1,ncursesxenpatch_test2Fdemo_panels.c
330,"sprintf(also, "" (start %d,%d)"", y0, x0);
",1,ncursesxenpatch_test2Fdemo_panels.c
535,"del_panel(pan);
",0,ncursesxenpatch_test2Fdemo_panels.c
52,"close_input(void)
",0,ncursesxenpatch_test2Fdemo_panels.c
203,"mkpanel(short color, int rows, int cols, int tly, int tlx)
",0,ncursesxenpatch_test2Fdemo_panels.c
448,"#endif
",0,ncursesxenpatch_test2Fdemo_panels.c
104,"sprintf(result, ""%s=%.*s"", e_opt, (int) (p - q), q);
",1,ncursesxenpatch_test2Fdemo_termcap.c
702,"strcpy(unused, list[count]);
",1,ncursesxenpatch_test2Fdemo_termcap.c
806,"usage();
",0,ncursesxenpatch_test2Fdemo_termcap.c
554,"}
",0,ncursesxenpatch_test2Fdemo_termcap.c
99,"sprintf(result, ""%s=%.*s"", e_opt, (int) (p - q), q);
",1,ncursesxenpatch_test2Fdemo_terminfo.c
399,"sprintf(temp, ""%.*s"", 8, xterm_keys[n]);
",1,ncursesxenpatch_test2Fdemo_terminfo.c
401,"sprintf(temp, ""%.*s%d"", 8, xterm_keys[n], mod);
",1,ncursesxenpatch_test2Fdemo_terminfo.c
736,"strcpy(unused, list[count]);
",1,ncursesxenpatch_test2Fdemo_terminfo.c
862,"brute_force(name);
",0,ncursesxenpatch_test2Fdemo_terminfo.c
834,"x_opt = TRUE;
",0,ncursesxenpatch_test2Fdemo_terminfo.c
450,"if ((my_blob = malloc((size_t) sb.st_size + 1)) == 0 ||
",0,ncursesxenpatch_test2Fdemo_terminfo.c
622,"switch (my_blob[j + jl]) {
",0,ncursesxenpatch_test2Fdemo_terminfo.c
170,"sprintf(s_option, ""-S%s/%d"", slave_name, aslave);
",1,ncursesxenpatch_test2Fditto.c
347,"static void *
",0,ncursesxenpatch_test2Fditto.c
66,"strcpy(buffer, ""# event!"");
",1,ncursesxenpatch_test2Ffilter.c
70,"strcpy(buffer, ""# resize!"");
",1,ncursesxenpatch_test2Ffilter.c
85,"{
",0,ncursesxenpatch_test2Ffilter.c
61,"* extensions.  Fill the buffer with something harmless that the shell
",0,ncursesxenpatch_test2Ffilter.c
166,"sprintf(value, ""\033[%d%c"", first, *final);
",1,ncursesxenpatch_test2Ffoldkeys.c
175,"sprintf(value, ""\033O%c"", *final);
",1,ncursesxenpatch_test2Ffoldkeys.c
145,"info[info_len].state = 0;
",0,ncursesxenpatch_test2Ffoldkeys.c
125,"info[info_len].name = strnames[code];
",0,ncursesxenpatch_test2Ffoldkeys.c
164,"putenv(strcpy(cmd, ""TABSIZE=8""));
",1,ncursesxenpatch_test2Finserts.c
124,"result += 2;
",0,ncursesxenpatch_test2Finserts.c
518,"(void) sprintf(buf, ""id %2d at (%2d, %2d, %d) state %4lx = {"",
",1,ncursesxenpatch_test2Fncurses.c
577,"(void) strcat(buf, ""}"");
",1,ncursesxenpatch_test2Fncurses.c
2087,"sprintf(temp, ""%02d"", color);
",1,ncursesxenpatch_test2Fncurses.c
2090,"sprintf(temp, ""[%02d]"", color);
",1,ncursesxenpatch_test2Fncurses.c
2092,"strcpy(temp, ""default"");
",1,ncursesxenpatch_test2Fncurses.c
2094,"sprintf(temp, ""%.*s"", 16, the_color_names[color]);
",1,ncursesxenpatch_test2Fncurses.c
2281,"sprintf(numbered, ""{%02X}"", (int) i);
",1,ncursesxenpatch_test2Fncurses.c
2701,"sprintf(numeric, ""[%d]"", i);
",1,ncursesxenpatch_test2Fncurses.c
3078,"strcpy(buf, """");
",1,ncursesxenpatch_test2Fncurses.c
3336,"sprintf(tmp, ""%3u (0x%x)"", code, code);
",1,ncursesxenpatch_test2Fncurses.c
4349,"strcpy(buf, legend[n].msg);
",1,ncursesxenpatch_test2Fncurses.c
4352,"sprintf(buf, legend[n].msg, do_keypad ? ""yes"" : ""no"");
",1,ncursesxenpatch_test2Fncurses.c
4355,"sprintf(buf, legend[n].msg, do_scroll ? ""yes"" : ""no"");
",1,ncursesxenpatch_test2Fncurses.c
4358,"sprintf(buf, legend[n].msg, do_keypad ? ""/ESC"" : """");
",1,ncursesxenpatch_test2Fncurses.c
6528,"sprintf(msg, ""refresh %s, then %s, then doupdate."", ths, tht);
",1,ncursesxenpatch_test2Fncurses.c
6537,"sprintf(msg, ""fill window %s with letter %s."", ths, ths);
",1,ncursesxenpatch_test2Fncurses.c
6547,"sprintf(msg, ""cross pattern in window %s."", ths);
",1,ncursesxenpatch_test2Fncurses.c
6550,"sprintf(msg, ""draw box in window %s."", ths);
",1,ncursesxenpatch_test2Fncurses.c
6553,"sprintf(msg, ""set background of window %s."", ths);
",1,ncursesxenpatch_test2Fncurses.c
6556,"sprintf(msg, ""reset background of window %s."", ths);
",1,ncursesxenpatch_test2Fncurses.c
6562,"sprintf(msg, ""clear window %s."", ths);
",1,ncursesxenpatch_test2Fncurses.c
6568,"sprintf(msg, ""overwrite %s onto %s."", ths, tht);
",1,ncursesxenpatch_test2Fncurses.c
6571,"sprintf(msg, ""copywin(FALSE) %s onto %s."", ths, tht);
",1,ncursesxenpatch_test2Fncurses.c
6574,"sprintf(msg, ""copywin(TRUE) %s onto %s."", ths, tht);
",1,ncursesxenpatch_test2Fncurses.c
6577,"sprintf(msg, ""overlay %s onto %s."", ths, tht);
",1,ncursesxenpatch_test2Fncurses.c
101,"#define ACS_LEQUAL      (A_ALTCHARSET + 'y')	/* less/equal */
",0,ncursesxenpatch_test2Fncurses.c
741,"}
",0,ncursesxenpatch_test2Fncurses.c
4897,"--------------------------------------------------------------------------*/
",0,ncursesxenpatch_test2Fncurses.c
1008,"resize_wide_boxes(unsigned level, WINDOW *win)
",0,ncursesxenpatch_test2Fncurses.c
1076,"char *temp;
",0,ncursesxenpatch_test2Fncurses.c
6083,"case REQ_CLR_EOL:
",0,ncursesxenpatch_test2Fncurses.c
